id;seg_type;seg_id;mean_length_arpeggio_ascending;mean_length_arpeggio_descending;mean_length_arpeggio;cdpcx_density_2;cdpcx_density_L;cdpcx_density_b6;cdpcx_density_B;cdpcx_density_b2;cdpcx_density_4;cdpcx_density_<;cdpcx_density_>;cdpcx_density_1;cdpcx_density_3;cdpcx_density_6;cdpcx_density_5;cdpcx_density_T;cdpcx_density_7;cdpcx_entropy;mean_length_chromatic_ascending;mean_length_chromatic_descending;mean_length_chromatic_mixed;cpc_bigram_entropy;durclass_bigram_entropy;durclass_abs_hist_04_long;durclass_rel_hist_04_long;durclass_rel_hist_02_short;durclass_rel_entropy;durclass_abs_hist_01_very_short;durclass_abs_hist_05_very_long;durclass_rel_hist_01_very_short;durclass_rel_hist_05_very_long;durclass_rel_hist_03_medium;durclass_abs_entropy;durclass_abs_hist_03_medium;durclass_abs_hist_02_short;mean_seg_len_04_long;mean_seg_len_02_short;mean_seg_len_01_very_short;durclass_mean_seg_len;mean_seg_len_05_very_long;mean_seg_len_03_medium;fuzzyint_bigram_entropy;fuzzyint_hist_01_big_jump_up;fuzzyint_hist_08_jump_down;fuzzyint_hist_04_step_up;fuzzyint_hist_05_repeat;fuzzyint_hist_09_big_jump_down;fuzzyint_hist_07_leap_down;fuzzyint_hist_06_step_down;fuzzyint_hist_03_leap_up;fuzzyint_hist_02_jump_up;fuzzyint_entropy;art_range;art_median;art_std;metrical_event_density;event_density;performer;title;full_title;style;rhythmfeel;instrument;avgtempo;tonality_type;recordingyear;int_bigram_entropy;mean_length_chromatic_sequences;ratio_chromatic_sequences;int_std;int_min;int_range;abs_int_range;abs_int_mean;int_entropy;ioiclass_bigram_entropy;ioiclass_rel_hist_05_very_long;ioiclass_abs_hist_04_long;ioiclass_rel_hist_04_long;ioiclass_rel_hist_02_short;ioiclass_rel_hist_03_medium;ioiclass_abs_hist_03_medium;ioiclass_abs_hist_02_short;ioiclass_abs_hist_01_very_short;ioiclass_abs_hist_05_very_long;ioiclass_abs_entropy;ioiclass_rel_entropy;ioiclass_rel_hist_01_very_short;aic_mean_seg_len_02_short;ric_mean_seg_len_02_short;aic_mean_seg_len_04_long;aic_mean_seg_len;aic_mean_seg_len_05_very_long;aic_mean_seg_len_01_very_short;ric_mean_seg_len_04_long;aic_mean_seg_len_03_medium;ric_mean_seg_len;ric_mean_seg_len_01_very_short;ric_mean_seg_len_03_medium;ric_mean_seg_len_05_very_long;mcm_entropy;mcm_mean_angle;mcm_var;syncopicity;metric_complexity;metric_complexity_division;metric_complexity_compression;parsons_bigram_entropy;parsons_hist_ascending;parsons_hist_descending;parsons_hist_constant;parsons_entropy;mean_length_seq_ascending;mean_length_seq_descending;mean_length_seq_repitition;ratio_ascending_descending;pc_entropy;pc_circ_var;mean_number_of_unique_pc;pitch_entropy;pitch_range;pitch_median;pitch_std;extrema_ratio;mean_length_step_ascending;mean_length_step_descending;mean_length_step;nPVI_dur;nPVI_ioi
JohnColtrane_Impressions_1961_FINAL.sv;chorus;25;3.0;3.0;3.5;0.04;0.09;0.1;0.0;0.01;0.11;0.0;0.06;0.2;0.13;0.1;0.04;0.03;0.09;0.88;3.5;3.5;3.73;5.78;2.06;0.0;0.09;0.5;0.87;0.74;0.0;0.25;0.0;0.16;0.66;0.07;0.19;1.0;1.85;1.5;1.48;0.0;1.1;4.74;0.03;0.11;0.34;0.01;0.01;0.19;0.19;0.1;0.03;0.73;0.96;0.92;0.21;4.5;5.66;John Coltrane;Impressions;Impressions-1_1961;POSTBOP;SWING;ts;293.4;MODAL;1961;6.03;3.5;0.14;4.85;-9;40;31;3.14;3.55;3.72;0.04;0.04;0.11;0.49;0.19;0.1;0.2;0.66;0.0;0.69;0.83;0.17;1.26;2.12;1.0;1.86;0.0;2.76;1.0;1.0;1.52;1.41;1.23;1.0;0.73;9.85;0.9;0.354166666667;0.217997280497;0.283216783217;0.152777777778;2.09;0.5;0.5;0.01;0.66;3.79;3.84;2.0;1.0;0.94;0.88;6.44;4.5;41;70.0;8.3;0.49;3.6;3.5;4.87;0.71;0.71
JohnColtrane_Impressions_1961_FINAL.sv;chorus;26;3.0;0.0;3.0;0.02;0.02;0.11;0.0;0.04;0.04;0.0;0.03;0.02;0.04;0.27;0.34;0.04;0.04;0.73;3.0;3.0;4.33;4.83;0.8;0.0;0.03;0.84;0.44;0.93;0.0;0.08;0.0;0.05;0.27;0.03;0.04;1.25;5.91;1.0;3.38;0.0;1.0;4.56;0.17;0.03;0.2;0.2;0.18;0.02;0.11;0.06;0.04;0.82;0.93;0.83;0.23;5.06;6.33;John Coltrane;Impressions;Impressions-1_1961;POSTBOP;SWING;ts;293.4;MODAL;1961;6.33;3.0;0.04;7.37;-19;36;19;5.18;4.19;3.03;0.02;0.02;0.08;0.61;0.24;0.08;0.24;0.66;0.0;0.65;0.67;0.05;1.18;2.39;1.0;1.87;0.0;2.79;1.08;1.08;1.66;1.0;1.18;1.0;0.75;28.71;0.92;0.364197530864;0.232401656315;0.298136645963;0.166666666667;2.56;0.47;0.34;0.2;0.95;3.12;3.2;3.0;1.39;0.83;0.46;4.92;3.8;27;69.0;5.93;0.39;3.0;3.0;5.8;0.42;0.42
JohnColtrane_Impressions_1961_FINAL.sv;chorus;27;3.5;0.0;3.33;0.04;0.07;0.07;0.0;0.07;0.11;0.0;0.08;0.11;0.13;0.12;0.11;0.08;0.02;0.91;3.0;3.25;3.21;6.25;0.81;0.0;0.02;0.83;0.44;0.93;0.0;0.11;0.0;0.05;0.26;0.01;0.06;1.0;5.96;1.12;3.4;0.0;1.13;4.86;0.01;0.06;0.28;0.07;0.01;0.12;0.27;0.12;0.05;0.76;0.9;0.85;0.19;5.61;7.07;John Coltrane;Impressions;Impressions-1_1961;POSTBOP;SWING;ts;293.4;MODAL;1961;6.13;3.2;0.12;3.16;-9;19;10;2.53;3.59;2.16;0.03;0.02;0.04;0.79;0.11;0.05;0.09;0.83;0.0;0.44;0.48;0.03;1.06;4.7;1.0;3.31;0.0;5.96;1.0;1.0;2.67;1.0;1.05;1.0;0.75;42.44;0.98;0.272222222222;0.192442582247;0.279329608939;0.105555555556;2.56;0.46;0.47;0.07;0.81;4.1;4.1;0.0;0.99;0.98;0.88;6.7;4.33;26;65.0;5.66;0.38;4.09;3.83;3.96;0.39;0.39
JohnColtrane_Impressions_1961_FINAL.sv;chorus;28;3.5;3.33;3.71;0.03;0.06;0.06;0.0;0.01;0.07;0.0;0.0;0.06;0.09;0.18;0.24;0.03;0.17;0.8;3.17;3.0;4.5;5.36;0.7;0.0;0.02;0.63;0.61;0.94;0.0;0.31;0.0;0.04;0.23;0.01;0.05;1.0;2.7;1.48;2.0;0.0;1.0;4.6;0.03;0.04;0.3;0.03;0.01;0.17;0.28;0.12;0.03;0.72;0.93;0.87;0.21;5.87;7.39;John Coltrane;Impressions;Impressions-1_1961;POSTBOP;SWING;ts;293.4;MODAL;1961;6.02;3.1;0.11;3.29;-9;27;18;2.55;3.45;2.84;0.05;0.04;0.03;0.65;0.05;0.04;0.03;0.89;0.0;0.34;0.63;0.22;1.2;2.77;1.0;4.79;0.0;8.74;1.0;1.0;1.93;1.32;1.29;1.0;0.8;6.99;0.98;0.308510638298;0.146945044943;0.251336898396;0.0425531914894;2.26;0.48;0.5;0.03;0.73;3.28;3.48;0.0;0.96;0.88;0.58;5.0;3.63;24;70.0;5.48;0.57;3.38;3.11;6.39;0.49;0.49
JohnColtrane_Impressions_1961_FINAL.sv;chorus;29;0.0;0.0;5.57;0.05;0.01;0.07;0.0;0.01;0.01;0.0;0.03;0.04;0.28;0.19;0.22;0.03;0.07;0.76;0.0;5.0;4.83;4.85;0.69;0.0;0.02;0.81;0.46;0.95;0.0;0.15;0.0;0.03;0.22;0.02;0.03;1.0;6.1;1.32;3.44;0.0;1.0;4.18;0.02;0.2;0.1;0.01;0.02;0.18;0.09;0.17;0.21;0.8;0.91;0.81;0.16;7.12;8.97;John Coltrane;Impressions;Impressions-1_1961;POSTBOP;SWING;ts;293.4;MODAL;1961;5.36;5.0;0.04;4.92;-9;25;16;4.43;3.74;2.18;0.0;0.01;0.04;0.77;0.11;0.03;0.11;0.85;0.0;0.37;0.48;0.08;1.04;4.73;1.0;3.77;0.0;6.89;1.0;1.0;2.69;1.21;1.04;1.0;0.79;25.91;0.96;0.325991189427;0.164657323301;0.254424778761;0.0748898678414;1.73;0.5;0.5;0.01;0.67;3.0;3.78;0.0;1.0;0.81;0.86;7.2;3.08;21;69.0;3.42;0.83;3.0;5.5;4.5;0.38;0.38
JohnColtrane_Impressions_1961_FINAL.sv;chorus;30;3.0;3.0;3.86;0.05;0.06;0.08;0.0;0.08;0.07;0.0;0.08;0.14;0.11;0.1;0.15;0.05;0.04;0.91;3.0;4.25;3.56;6.13;1.37;0.0;0.05;0.75;0.59;0.86;0.0;0.09;0.0;0.11;0.44;0.04;0.1;1.0;4.62;1.4;2.69;0.0;1.13;5.0;0.03;0.08;0.17;0.05;0.02;0.13;0.32;0.12;0.09;0.8;0.91;0.92;0.19;4.98;6.29;John Coltrane;Impressions;Impressions-1_1961;POSTBOP;SWING;ts;293.4;MODAL;1961;6.24;4.0;0.09;4.04;-13;33;20;3.03;3.77;2.77;0.03;0.03;0.08;0.7;0.13;0.06;0.13;0.78;0.0;0.52;0.62;0.07;1.11;3.55;1.0;2.72;0.0;4.77;1.0;1.0;2.14;1.57;1.05;1.0;0.78;17.41;0.9;0.389937106918;0.20844279914;0.284810126582;0.132075471698;2.4;0.41;0.54;0.05;0.77;3.88;4.55;3.0;0.74;0.98;0.94;7.11;4.63;38;61.0;7.28;0.4;3.44;4.6;4.55;0.46;0.46
JohnColtrane_Impressions_1961_FINAL.sv;chorus;31;3.0;3.17;3.62;0.09;0.05;0.03;0.0;0.04;0.11;0.0;0.08;0.12;0.13;0.11;0.12;0.06;0.05;0.91;3.0;4.0;4.0;6.1;1.8;0.01;0.07;0.67;0.63;0.81;0.0;0.13;0.01;0.12;0.46;0.06;0.13;1.0;3.45;1.33;2.1;1.0;1.13;5.0;0.02;0.06;0.22;0.03;0.01;0.21;0.22;0.18;0.05;0.78;0.96;0.94;0.2;4.6;5.84;John Coltrane;Impressions;Impressions-1_1961;POSTBOP;SWING;ts;293.4;MODAL;1961;6.23;3.67;0.05;3.77;-18;27;18;3.05;3.6;3.1;0.04;0.04;0.11;0.64;0.1;0.09;0.11;0.75;0.0;0.59;0.7;0.11;1.06;3.06;1.0;2.21;0.0;3.58;1.0;1.0;1.87;1.45;1.0;1.0;0.79;13.76;0.89;0.322147651007;0.215762742608;0.297297297297;0.134228187919;2.29;0.47;0.5;0.03;0.73;3.95;3.67;0.0;0.95;0.98;0.92;7.09;4.21;36;66.0;5.2;0.42;3.29;3.29;3.87;0.57;0.57
JohnColtrane_Impressions_1961_FINAL.sv;chorus;32;2.0;2.0;0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4;0.2;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;2.0;1.5;0.2;0.0;0.6;0.86;0.6;0.0;0.0;0.2;0.2;0.86;0.0;0.2;0.0;3.0;0.0;1.67;1.0;1.0;1.58;0.0;0.0;0.25;0.0;0.0;0.25;0.25;0.25;0.0;0.58;0.02;1.0;0.01;2.9;3.82;John Coltrane;Impressions;Impressions-1_1961;POSTBOP;SWING;ts;293.4;MODAL;1961;1.58;0.0;0.0;2.55;-3;6;1;2.5;2.0;0.92;0.25;0.25;0.0;0.75;0.0;0.0;0.0;0.75;0.0;0.81;0.81;0.0;0.0;3.0;1.0;2.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;1.0;0.42;33.41;0.43;0.6;0.1875;0.375;0.0;1.58;0.5;0.5;0.0;0.63;0.0;0.0;0.0;1.0;0.54;0.42;4.0;1.92;5;64.0;1.9;0.2;2.0;2.0;0.0;0.73;0.73
JohnColtrane_Impressions_1963_FINAL.sv;chorus;1;3.4;3.2;3.47;0.08;0.03;0.02;0.0;0.0;0.1;0.0;0.0;0.16;0.13;0.14;0.3;0.01;0.01;0.74;0.0;5.0;4.0;5.07;1.64;0.0;0.04;0.81;0.46;0.81;0.0;0.02;0.0;0.13;0.53;0.04;0.16;1.0;6.38;1.0;3.51;0.0;1.31;5.28;0.02;0.06;0.16;0.07;0.02;0.19;0.24;0.15;0.09;0.82;0.89;0.8;0.17;5.16;5.88;John Coltrane;Impressions;Impressions-1_1963;POSTBOP;SWING;ts;278.7;MODAL;1963;6.04;5.0;0.02;4.63;-19;43;24;3.38;3.63;2.2;0.0;0.01;0.11;0.71;0.18;0.11;0.21;0.68;0.0;0.62;0.73;0.0;1.31;4.64;1.0;2.41;0.0;4.27;1.06;1.2;2.45;0.0;1.2;0.0;0.64;26.84;0.91;0.145454545455;0.153704730229;0.22256097561;0.0848484848485;2.53;0.42;0.51;0.07;0.81;4.31;4.19;4.0;0.82;0.9;0.84;5.82;4.15;30;62.0;6.32;0.41;3.0;3.43;3.87;0.39;0.39
JohnColtrane_Impressions_1963_FINAL.sv;chorus;2;3.0;3.0;3.17;0.02;0.0;0.03;0.0;0.0;0.08;0.0;0.03;0.1;0.12;0.33;0.27;0.0;0.02;0.67;0.0;0.0;0.0;4.32;2.17;0.03;0.06;0.75;0.54;0.75;0.0;0.04;0.03;0.12;0.57;0.07;0.15;1.0;3.52;1.0;2.16;1.0;1.0;4.85;0.06;0.09;0.17;0.08;0.05;0.12;0.19;0.12;0.12;0.88;0.91;0.81;0.25;3.39;3.82;John Coltrane;Impressions;Impressions-1_1963;POSTBOP;SWING;ts;278.7;MODAL;1963;5.25;0.0;0.0;4.59;-11;20;11;3.8;3.76;3.04;0.04;0.07;0.21;0.52;0.23;0.19;0.26;0.49;0.0;0.86;0.81;0.0;1.47;2.33;1.17;1.6;0.0;2.36;1.0;1.0;1.6;0.0;1.39;1.33;0.67;35.58;0.83;0.444444444444;0.227803738318;0.205607476636;0.25;2.45;0.47;0.45;0.08;0.84;3.2;3.25;0.0;1.04;0.84;0.65;5.0;3.79;27;68.5;7.36;0.62;0.0;0.0;4.6;0.64;0.64
JohnColtrane_Impressions_1963_FINAL.sv;chorus;3;3.0;3.0;3.91;0.08;0.02;0.05;0.0;0.02;0.15;0.0;0.02;0.12;0.15;0.13;0.18;0.05;0.03;0.86;0.0;4.5;4.67;5.76;1.43;0.01;0.01;0.79;0.49;0.84;0.0;0.08;0.0;0.12;0.36;0.01;0.15;1.0;5.24;1.0;3.0;0.0;1.27;5.41;0.04;0.07;0.2;0.05;0.02;0.18;0.21;0.13;0.09;0.83;0.88;0.82;0.19;5.18;5.89;John Coltrane;Impressions;Impressions-1_1963;POSTBOP;SWING;ts;278.7;MODAL;1963;6.4;4.5;0.04;4.47;-17;28;17;3.45;3.87;2.44;0.01;0.02;0.09;0.71;0.18;0.09;0.25;0.65;0.0;0.66;0.53;0.01;1.28;3.41;1.0;1.89;0.0;2.79;1.07;1.0;2.13;1.0;1.15;1.0;0.7;21.55;0.88;0.163636363636;0.193449741316;0.338414634146;0.0484848484848;2.45;0.46;0.49;0.05;0.78;3.82;3.62;0.0;0.95;0.95;0.83;6.89;4.47;30;62.0;7.14;0.5;4.4;4.25;4.77;0.43;0.43
JohnColtrane_Impressions_1963_FINAL.sv;chorus;4;3.25;3.25;4.07;0.05;0.02;0.01;0.0;0.0;0.1;0.0;0.0;0.14;0.21;0.18;0.23;0.01;0.05;0.74;0.0;6.0;6.0;4.97;1.41;0.01;0.03;0.81;0.45;0.86;0.0;0.06;0.01;0.08;0.38;0.03;0.1;1.0;4.77;1.0;2.75;1.0;1.0;4.91;0.03;0.03;0.15;0.03;0.03;0.24;0.26;0.13;0.09;0.79;0.86;0.84;0.18;4.83;5.6;John Coltrane;Impressions;Impressions-1_1963;POSTBOP;SWING;ts;278.7;MODAL;1963;5.78;6.0;0.03;4.54;-16;38;22;3.45;3.68;2.02;0.03;0.03;0.1;0.79;0.08;0.09;0.12;0.75;0.0;0.58;0.46;0.01;1.19;4.84;1.0;2.51;0.0;4.11;1.15;1.17;2.78;1.0;1.0;1.0;0.68;28.26;0.96;0.155844155844;0.156586877175;0.228758169935;0.0844155844156;2.3;0.41;0.56;0.03;0.73;3.69;3.96;0.0;0.72;0.88;0.9;6.13;4.11;30;65.0;6.96;0.49;3.33;3.43;4.31;0.46;0.46
JohnColtrane_Impressions_1963_FINAL.sv;chorus;5;3.2;3.0;3.58;0.05;0.04;0.01;0.0;0.06;0.14;0.0;0.0;0.15;0.13;0.15;0.24;0.02;0.02;0.79;2.0;2.0;0.0;5.49;1.71;0.01;0.04;0.71;0.57;0.82;0.0;0.13;0.01;0.11;0.43;0.04;0.13;1.0;3.06;1.19;2.0;1.0;1.0;5.48;0.05;0.07;0.14;0.1;0.06;0.2;0.16;0.13;0.09;0.88;0.9;0.77;0.19;4.45;5.09;John Coltrane;Impressions;Impressions-1_1963;POSTBOP;SWING;ts;278.7;MODAL;1963;6.15;0.0;0.0;4.89;-12;29;17;3.83;3.87;2.96;0.02;0.03;0.11;0.61;0.23;0.11;0.27;0.6;0.0;0.72;0.66;0.03;1.36;2.87;1.0;1.88;0.0;2.8;1.07;1.15;1.83;1.0;1.27;1.0;0.74;22.63;0.99;0.352112676056;0.226326041355;0.276595744681;0.176056338028;2.71;0.42;0.48;0.1;0.86;3.77;3.58;0.0;0.87;0.9;0.9;6.0;4.35;36;65.0;7.05;0.42;3.33;3.25;4.11;0.51;0.51
JohnColtrane_Impressions_1963_FINAL.sv;chorus;6;3.0;4.0;3.86;0.06;0.03;0.06;0.0;0.04;0.07;0.0;0.03;0.12;0.15;0.09;0.19;0.03;0.14;0.87;4.0;3.75;3.8;5.83;1.36;0.0;0.01;0.8;0.47;0.84;0.0;0.06;0.0;0.13;0.44;0.01;0.15;1.0;5.56;1.25;3.46;0.0;1.47;5.38;0.03;0.08;0.13;0.1;0.03;0.16;0.19;0.2;0.08;0.85;0.92;0.84;0.19;5.41;6.31;John Coltrane;Impressions;Impressions-1_1963;POSTBOP;SWING;ts;278.7;MODAL;1963;6.27;3.8;0.08;4.24;-12;26;14;3.32;3.9;2.25;0.0;0.01;0.09;0.73;0.17;0.09;0.18;0.73;0.0;0.57;0.58;0.01;1.55;4.31;1.0;2.65;0.0;4.31;1.0;1.0;2.65;1.0;1.61;0.0;0.7;13.96;0.96;0.184971098266;0.148070977282;0.232558139535;0.0635838150289;2.73;0.44;0.47;0.1;0.86;3.88;3.89;4.0;0.94;0.95;0.9;5.93;4.53;37;62.0;7.85;0.43;5.25;4.0;4.42;0.39;0.39
JohnColtrane_Impressions_1963_FINAL.sv;chorus;7;3.0;3.14;3.71;0.03;0.06;0.02;0.0;0.06;0.13;0.0;0.02;0.12;0.15;0.18;0.17;0.08;0.0;0.83;0.0;3.0;3.0;5.5;1.2;0.01;0.02;0.83;0.41;0.88;0.0;0.06;0.01;0.08;0.31;0.01;0.1;1.0;5.63;1.25;3.26;1.0;1.0;5.18;0.02;0.04;0.19;0.05;0.02;0.24;0.23;0.14;0.07;0.8;0.94;0.82;0.18;5.16;6.07;John Coltrane;Impressions;Impressions-1_1963;POSTBOP;SWING;ts;278.7;MODAL;1963;6.06;3.0;0.01;4.44;-15;45;30;3.25;3.59;2.38;0.02;0.02;0.07;0.74;0.14;0.07;0.17;0.74;0.0;0.57;0.53;0.02;1.08;3.87;1.33;2.25;0.0;3.64;1.0;1.0;2.31;1.0;1.1;1.33;0.74;14.79;0.91;0.306748466258;0.181738998712;0.246913580247;0.116564417178;2.44;0.42;0.53;0.05;0.77;3.37;3.5;0.0;0.79;0.93;0.88;5.8;4.24;34;66.0;6.7;0.47;3.33;3.8;4.4;0.41;0.41
JohnColtrane_Impressions_1963_FINAL.sv;chorus;8;3.5;3.14;4.08;0.04;0.02;0.01;0.0;0.03;0.08;0.0;0.04;0.18;0.14;0.13;0.24;0.03;0.03;0.81;3.0;0.0;3.0;5.39;1.21;0.0;0.01;0.8;0.48;0.87;0.0;0.07;0.0;0.13;0.38;0.01;0.13;1.0;4.56;1.0;2.75;0.0;1.13;5.49;0.02;0.11;0.15;0.06;0.06;0.19;0.08;0.18;0.15;0.86;0.88;0.74;0.22;4.48;5.2;John Coltrane;Impressions;Impressions-1_1963;POSTBOP;SWING;ts;278.7;MODAL;1963;6.34;3.0;0.01;5.16;-14;40;26;4.12;3.94;2.8;0.03;0.04;0.11;0.66;0.18;0.1;0.23;0.63;0.0;0.7;0.62;0.01;1.27;2.76;1.0;1.8;0.0;2.65;1.0;1.0;1.82;1.0;1.18;1.0;0.68;38.91;0.92;0.202797202797;0.203856003152;0.302816901408;0.104895104895;2.48;0.5;0.44;0.06;0.79;3.5;4.15;0.0;1.13;0.93;0.9;3.89;4.61;35;62.0;7.91;0.45;3.33;3.0;3.29;0.43;0.43
JohnColtrane_Impressions_1963_FINAL.sv;chorus;9;3.33;3.5;3.6;0.08;0.06;0.05;0.0;0.02;0.1;0.0;0.05;0.14;0.09;0.19;0.18;0.03;0.01;0.86;0.0;0.0;3.0;5.61;1.45;0.03;0.03;0.74;0.55;0.85;0.0;0.11;0.03;0.09;0.41;0.03;0.09;1.0;4.43;1.15;2.46;1.0;1.08;5.38;0.07;0.07;0.14;0.01;0.07;0.17;0.22;0.15;0.1;0.85;0.92;0.79;0.18;4.15;4.95;John Coltrane;Impressions;Impressions-1_1963;POSTBOP;SWING;ts;278.7;MODAL;1963;6.35;0.0;0.0;6.76;-30;60;30;4.73;4.1;2.57;0.06;0.06;0.05;0.7;0.16;0.05;0.18;0.71;0.0;0.63;0.6;0.03;1.14;4.0;1.33;2.36;0.0;4.04;1.17;1.17;2.36;1.33;1.16;1.33;0.67;22.61;1.0;0.195652173913;0.158309531366;0.193430656934;0.123188405797;2.11;0.45;0.53;0.01;0.69;3.56;4.12;0.0;0.85;0.95;0.87;6.43;4.39;37;65.0;7.32;0.52;3.0;3.0;3.91;0.52;0.52
JohnColtrane_Impressions_1963_FINAL.sv;chorus;10;3.0;3.33;3.5;0.05;0.07;0.03;0.0;0.04;0.06;0.0;0.04;0.16;0.15;0.11;0.24;0.04;0.01;0.84;0.0;4.0;4.0;5.41;1.94;0.04;0.05;0.75;0.55;0.79;0.0;0.05;0.03;0.12;0.51;0.04;0.13;1.0;6.07;1.0;2.78;1.0;1.17;5.16;0.08;0.14;0.15;0.0;0.04;0.23;0.17;0.07;0.12;0.82;0.87;0.83;0.21;3.71;4.38;John Coltrane;Impressions;Impressions-1_1963;POSTBOP;SWING;ts;278.7;MODAL;1963;6.23;4.0;0.03;5.97;-18;37;18;4.69;4.06;3.03;0.09;0.09;0.1;0.6;0.2;0.1;0.24;0.58;0.0;0.79;0.69;0.01;1.23;3.4;1.25;1.79;0.0;2.95;1.0;1.0;1.95;1.0;1.28;1.25;0.66;3.78;0.94;0.280701754386;0.224693370595;0.230088495575;0.219298245614;1.96;0.42;0.58;0.0;0.62;4.57;4.4;0.0;0.71;0.93;0.95;5.3;4.81;39;65.0;9.71;0.51;5.33;5.0;4.71;0.51;0.51
JohnColtrane_Impressions_1963_FINAL.sv;chorus;11;3.0;0.0;3.17;0.01;0.08;0.03;0.0;0.01;0.0;0.0;0.04;0.1;0.11;0.26;0.12;0.01;0.23;0.74;3.0;0.0;3.5;4.88;1.6;0.0;0.0;0.71;0.68;0.74;0.0;0.06;0.0;0.23;0.82;0.0;0.26;0.0;3.26;1.25;2.1;0.0;1.08;4.97;0.11;0.03;0.18;0.07;0.18;0.03;0.1;0.15;0.14;0.86;0.87;0.81;0.15;5.5;6.52;John Coltrane;Impressions;Impressions-1_1963;POSTBOP;SWING;ts;278.7;MODAL;1963;6.33;3.0;0.06;9.87;-27;49;27;6.73;4.51;2.34;0.0;0.0;0.05;0.65;0.29;0.05;0.3;0.65;0.0;0.71;0.6;0.01;1.3;2.4;0.0;1.8;0.0;2.35;1.0;1.0;1.8;1.0;1.28;0.0;0.67;42.03;0.87;0.189655172414;0.174689389409;0.291907514451;0.0574712643678;2.34;0.58;0.35;0.07;0.79;3.29;3.2;0.0;1.64;0.83;0.54;6.75;3.74;29;59.5;10.25;0.57;3.0;0.0;4.08;0.48;0.48
JohnColtrane_Impressions_1963_FINAL.sv;chorus;12;3.25;3.38;3.85;0.02;0.06;0.06;0.0;0.09;0.15;0.0;0.01;0.1;0.18;0.09;0.15;0.08;0.02;0.86;3.0;4.0;3.4;5.87;1.64;0.0;0.04;0.77;0.55;0.81;0.0;0.06;0.0;0.14;0.52;0.04;0.15;1.2;4.43;1.0;2.7;0.0;1.28;5.59;0.05;0.08;0.14;0.09;0.04;0.2;0.17;0.12;0.11;0.87;0.88;0.86;0.17;5.14;6.07;John Coltrane;Impressions;Impressions-1_1963;POSTBOP;SWING;ts;278.7;MODAL;1963;6.72;3.5;0.06;5.3;-26;50;26;3.84;4.08;2.32;0.01;0.02;0.11;0.74;0.13;0.09;0.16;0.73;0.0;0.59;0.52;0.01;1.09;4.96;1.0;2.4;0.0;4.37;1.13;1.07;2.6;1.0;1.11;1.0;0.7;3.11;0.96;0.253086419753;0.179702476804;0.223602484472;0.135802469136;2.7;0.42;0.49;0.09;0.85;3.71;3.85;4.0;0.85;0.95;0.87;7.33;4.55;38;63.0;8.15;0.41;3.25;3.6;3.5;0.4;0.4
JohnColtrane_Impressions_1963_FINAL.sv;chorus;13;4.0;3.5;3.38;0.04;0.01;0.03;0.0;0.01;0.04;0.0;0.01;0.21;0.1;0.19;0.25;0.03;0.09;0.76;0.0;0.0;3.0;4.77;2.41;0.01;0.07;0.53;0.73;0.65;0.0;0.13;0.01;0.26;0.62;0.07;0.27;1.13;1.8;1.2;1.4;1.0;1.09;5.02;0.04;0.07;0.25;0.03;0.12;0.16;0.08;0.1;0.14;0.85;0.84;0.86;0.18;4.26;4.97;John Coltrane;Impressions;Impressions-1_1963;POSTBOP;SWING;ts;278.7;MODAL;1963;5.72;0.0;0.0;5.93;-22;43;22;4.57;3.92;3.31;0.01;0.01;0.13;0.5;0.3;0.13;0.31;0.55;0.0;0.72;0.73;0.06;1.35;1.84;1.0;1.59;0.0;1.95;1.2;1.2;1.55;1.6;1.38;1.0;0.68;1.25;0.89;0.235294117647;0.186683006536;0.277777777778;0.0955882352941;2.26;0.53;0.44;0.03;0.73;3.3;3.55;0.0;1.22;0.89;0.72;5.25;4.03;35;65.0;6.77;0.58;3.4;3.0;3.22;0.72;0.72
JohnColtrane_Impressions_1963_FINAL.sv;chorus;14;2.0;0.0;3.0;0.19;0.0;0.06;0.0;0.0;0.0;0.0;0.0;0.19;0.19;0.19;0.06;0.0;0.13;0.71;2.0;0.0;3.0;3.77;2.17;0.0;0.19;0.63;0.75;0.63;0.06;0.0;0.06;0.13;0.75;0.19;0.13;1.0;5.0;0.0;2.29;1.0;2.0;3.32;0.07;0.0;0.07;0.07;0.0;0.27;0.4;0.07;0.07;0.68;0.53;0.86;0.16;1.26;1.43;John Coltrane;Impressions;Impressions-1_1963;POSTBOP;SWING;ts;278.7;MODAL;1963;3.66;0.0;0.0;5.31;-4;22;18;3.33;3.01;2.26;0.2;0.2;0.0;0.6;0.2;0.0;0.27;0.53;0.0;0.92;0.86;0.0;1.33;4.5;1.0;1.67;0.0;2.67;0.0;0.0;2.14;0.0;1.5;1.0;0.6;12.07;0.83;0.25;0.2625;0.4;0.125;2.07;0.27;0.67;0.07;0.73;0.0;3.67;2.0;0.4;0.75;0.74;3.67;3.2;18;52.0;5.26;0.44;2.0;0.0;3.0;0.76;0.76
