id;seg_type;seg_id;mean_length_arpeggio_ascending;mean_length_arpeggio_descending;mean_length_arpeggio;cdpcx_density_2;cdpcx_density_L;cdpcx_density_b6;cdpcx_density_B;cdpcx_density_b2;cdpcx_density_4;cdpcx_density_<;cdpcx_density_>;cdpcx_density_1;cdpcx_density_3;cdpcx_density_6;cdpcx_density_5;cdpcx_density_T;cdpcx_density_7;cdpcx_entropy;mean_length_chromatic_ascending;mean_length_chromatic_descending;mean_length_chromatic_mixed;cpc_bigram_entropy;durclass_bigram_entropy;durclass_abs_hist_04_long;durclass_rel_hist_04_long;durclass_rel_hist_02_short;durclass_rel_entropy;durclass_abs_hist_01_very_short;durclass_abs_hist_05_very_long;durclass_rel_hist_01_very_short;durclass_rel_hist_05_very_long;durclass_rel_hist_03_medium;durclass_abs_entropy;durclass_abs_hist_03_medium;durclass_abs_hist_02_short;mean_seg_len_04_long;mean_seg_len_02_short;mean_seg_len_01_very_short;durclass_mean_seg_len;mean_seg_len_05_very_long;mean_seg_len_03_medium;fuzzyint_bigram_entropy;fuzzyint_hist_01_big_jump_up;fuzzyint_hist_08_jump_down;fuzzyint_hist_04_step_up;fuzzyint_hist_05_repeat;fuzzyint_hist_09_big_jump_down;fuzzyint_hist_07_leap_down;fuzzyint_hist_06_step_down;fuzzyint_hist_03_leap_up;fuzzyint_hist_02_jump_up;fuzzyint_entropy;art_range;art_median;art_std;metrical_event_density;event_density;performer;title;full_title;style;rhythmfeel;instrument;avgtempo;tonality_type;recordingyear;int_bigram_entropy;mean_length_chromatic_sequences;ratio_chromatic_sequences;int_std;int_min;int_range;abs_int_range;abs_int_mean;int_entropy;ioiclass_bigram_entropy;ioiclass_rel_hist_05_very_long;ioiclass_abs_hist_04_long;ioiclass_rel_hist_04_long;ioiclass_rel_hist_02_short;ioiclass_rel_hist_03_medium;ioiclass_abs_hist_03_medium;ioiclass_abs_hist_02_short;ioiclass_abs_hist_01_very_short;ioiclass_abs_hist_05_very_long;ioiclass_abs_entropy;ioiclass_rel_entropy;ioiclass_rel_hist_01_very_short;aic_mean_seg_len_02_short;ric_mean_seg_len_02_short;aic_mean_seg_len_04_long;aic_mean_seg_len;aic_mean_seg_len_05_very_long;aic_mean_seg_len_01_very_short;ric_mean_seg_len_04_long;aic_mean_seg_len_03_medium;ric_mean_seg_len;ric_mean_seg_len_01_very_short;ric_mean_seg_len_03_medium;ric_mean_seg_len_05_very_long;mcm_entropy;mcm_mean_angle;mcm_var;syncopicity;metric_complexity;metric_complexity_division;metric_complexity_compression;parsons_bigram_entropy;parsons_hist_ascending;parsons_hist_descending;parsons_hist_constant;parsons_entropy;mean_length_seq_ascending;mean_length_seq_descending;mean_length_seq_repitition;ratio_ascending_descending;pc_entropy;pc_circ_var;mean_number_of_unique_pc;pitch_entropy;pitch_range;pitch_median;pitch_std;extrema_ratio;mean_length_step_ascending;mean_length_step_descending;mean_length_step;nPVI_dur;nPVI_ioi
CharlieParker_Steeplechase_FINAL.sv;chorus;2;0.0;0.0;0.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.33;0.0;0.0;0.0;0.42;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.67;0.92;0.0;0.0;0.0;0.0;0.33;0.92;0.33;0.67;0.0;2.0;0.0;1.5;0.0;1.0;-0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.29;0.03;0.93;0.02;4.9;3.51;Charlie Parker;Steeplechase;Steeplechase-1;BEBOP;SWING;as;175.2;FUNCTIONAL;1949;-0.0;0.0;0.0;1.5;-5;3;3;3.5;1.0;-0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;0.28;6.0;0.2;0.0;0.125;0.25;0.0;-0.0;0.0;1.0;0.0;-0.0;3.93;4.41;0.0;0.0;0.44;0.76;3.0;1.58;7;60.0;2.94;0.0;0.0;2.0;2.0;0.64;0.64
CharlieParker_ThrivingOnARiff_FINAL.sv;chorus;1;3.4;3.5;3.53;0.09;0.05;0.05;0.03;0.04;0.07;0.01;0.01;0.1;0.12;0.08;0.16;0.06;0.14;0.92;3.5;4.38;4.0;6.06;2.25;0.0;0.02;0.71;0.62;0.58;0.0;0.14;0.0;0.12;0.72;0.03;0.39;1.0;4.46;1.32;2.46;0.0;1.05;4.51;0.03;0.02;0.17;0.01;0.02;0.2;0.36;0.14;0.06;0.72;0.85;0.94;0.18;5.77;5.42;Charlie Parker;Thriving on a Riff;Thriving on a Riff-1;BEBOP;SWING;as;227.2;FUNCTIONAL;1945;5.84;4.2;0.18;3.71;-10;25;15;2.91;3.51;2.48;0.02;0.02;0.03;0.73;0.16;0.04;0.44;0.49;0.01;0.58;0.54;0.06;1.51;3.97;1.0;1.58;1.0;1.79;1.0;1.0;2.35;1.11;1.17;1.0;0.73;17.52;0.97;0.268571428571;0.17789819376;0.264367816092;0.0914285714286;1.98;0.4;0.6;0.01;0.64;4.18;4.54;2.0;0.66;0.96;0.94;8.55;4.33;27;65.0;5.73;0.36;3.8;4.28;4.48;0.44;0.44
CharlieParker_ThrivingOnARiff_FINAL.sv;chorus;2;3.25;3.63;3.69;0.11;0.04;0.03;0.03;0.03;0.09;0.03;0.01;0.12;0.08;0.1;0.16;0.04;0.13;0.92;3.0;4.0;3.67;6.03;2.07;0.0;0.02;0.7;0.63;0.66;0.0;0.16;0.0;0.12;0.66;0.02;0.32;1.0;3.94;1.71;2.54;0.0;1.16;4.49;0.03;0.03;0.25;0.02;0.01;0.21;0.3;0.13;0.03;0.71;0.85;0.89;0.17;5.67;5.39;Charlie Parker;Thriving on a Riff;Thriving on a Riff-1;BEBOP;SWING;as;227.2;FUNCTIONAL;1945;5.87;3.75;0.06;3.36;-9;24;15;2.7;3.44;2.62;0.02;0.02;0.02;0.69;0.18;0.03;0.39;0.56;0.01;0.57;0.59;0.09;1.68;3.62;1.0;1.97;1.0;2.5;1.0;1.0;2.42;1.55;1.45;1.0;0.73;26.7;0.98;0.194444444444;0.168792675357;0.265363128492;0.0722222222222;2.16;0.44;0.55;0.02;0.69;3.78;4.77;3.0;0.8;0.94;0.83;8.27;4.19;24;65.0;5.6;0.39;4.0;4.83;4.76;0.4;0.4
CharlieParker_ThrivingOnARiff_FINAL.sv;chorus;3;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.26;0.0;0.0;0.0;-0.0;-0.0;0.0;0.5;0.5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-0.0;0.85;0.89;0.17;3.08;2.88;Charlie Parker;Thriving on a Riff;Thriving on a Riff-1;BEBOP;SWING;as;227.2;FUNCTIONAL;1945;0.0;0.0;0.0;0.0;-2;0;0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.18;4.0;0.13;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-0.0;3.78;4.77;3.0;0.0;0.28;0.13;2.0;1.0;2;59.0;1.0;0.0;4.0;4.83;4.76;1.02;1.02
CharlieParker_YardbirdSuite_FINAL.sv;chorus;1;3.0;4.0;3.17;0.09;0.03;0.01;0.02;0.05;0.13;0.0;0.02;0.13;0.14;0.08;0.2;0.03;0.08;0.87;3.5;3.0;3.33;5.9;2.26;0.0;0.02;0.73;0.59;0.62;0.0;0.16;0.0;0.09;0.72;0.04;0.34;1.0;5.15;1.67;3.02;0.0;1.21;4.7;0.03;0.07;0.26;0.02;0.01;0.12;0.34;0.09;0.06;0.74;0.8;0.89;0.18;5.77;5.04;Charlie Parker;Yardbird Suite;Yardbird Suite-1;BEBOP;SWING;as;209.8;FUNCTIONAL;1946;5.98;3.17;0.07;3.48;-9;19;10;2.83;3.5;2.57;0.03;0.03;0.03;0.7;0.16;0.03;0.5;0.44;0.01;0.59;0.58;0.08;1.94;4.16;1.0;1.79;1.0;1.86;1.0;1.0;2.51;1.67;1.26;1.0;0.76;47.91;0.94;0.25;0.148714065099;0.226775956284;0.070652173913;2.14;0.44;0.54;0.02;0.69;4.32;4.58;3.0;0.82;0.93;0.93;7.14;3.92;21;65.0;4.51;0.39;4.25;3.87;4.62;0.42;0.42
CharlieShavers_LimehouseBlues_FINAL.sv;chorus;1;3.0;3.25;4.08;0.04;0.03;0.03;0.01;0.0;0.08;0.0;0.0;0.13;0.18;0.05;0.3;0.04;0.11;0.77;3.0;3.83;3.6;5.12;2.05;0.0;0.05;0.74;0.58;0.71;0.0;0.04;0.0;0.18;0.67;0.05;0.24;1.0;4.16;1.25;2.47;0.0;1.19;4.56;0.03;0.01;0.09;0.15;0.01;0.16;0.36;0.15;0.02;0.73;0.66;0.82;0.19;4.45;4.98;Charlie Shavers;Limehouse Blues;Limehouse Blues-1;TRADITIONAL;TWOBEAT;tp;269.1;FUNCTIONAL;1941;5.44;3.71;0.14;3.8;-12;34;22;2.41;3.27;2.59;0.02;0.03;0.06;0.52;0.4;0.06;0.49;0.42;0.0;0.72;0.69;0.0;2.13;3.48;1.0;1.94;0.0;2.19;1.0;1.0;2.46;0.0;2.24;1.0;0.69;13.98;0.93;0.460992907801;0.284549138804;0.242857142857;0.326241134752;2.75;0.29;0.56;0.15;0.88;4.0;5.46;6.0;0.53;0.87;0.84;8.0;4.07;26;70.0;6.61;0.33;3.0;4.9;5.33;0.42;0.42
ChetBaker_IFallInLoveTooEasily_FINAL.sv;chorus;1;3.5;4.0;3.4;0.11;0.03;0.05;0.02;0.05;0.09;0.01;0.02;0.16;0.11;0.08;0.15;0.03;0.09;0.91;3.0;3.25;3.9;5.89;3.02;0.05;0.02;0.18;0.59;0.19;0.01;0.73;0.0;0.07;0.67;0.15;0.61;1.0;1.28;3.62;2.3;0.0;1.0;4.54;0.01;0.05;0.35;0.07;0.02;0.11;0.24;0.16;0.0;0.7;0.8;0.78;0.19;8.13;2.21;Chet Baker;I Fall in Love Too Easily;I Fall in Love Too Easily-1;COOL;SWING;tp;65.2;FUNCTIONAL;1954;5.67;3.17;0.1;2.9;-13;22;13;2.23;3.29;3.07;0.01;0.07;0.05;0.45;0.08;0.26;0.52;0.1;0.05;0.78;0.69;0.41;2.31;2.0;1.0;1.64;1.0;1.18;1.0;1.43;1.78;2.04;1.0;1.0;0.89;39.73;0.93;0.395348837209;0.148376937984;0.28125;0.015503875969;2.54;0.52;0.41;0.07;0.81;3.89;3.43;3.5;1.25;0.93;0.91;7.11;4.01;23;67.0;4.93;0.45;3.91;3.25;5.33;0.61;0.61
ChetBaker_JustFriends_FINAL.sv;chorus;1;3.0;3.0;3.17;0.12;0.01;0.03;0.0;0.04;0.1;0.01;0.03;0.11;0.13;0.14;0.13;0.03;0.13;0.88;3.5;3.0;3.43;5.91;2.59;0.0;0.03;0.67;0.67;0.33;0.0;0.09;0.0;0.21;0.83;0.1;0.57;1.0;3.26;1.17;2.29;0.0;1.72;4.23;0.01;0.03;0.41;0.05;0.01;0.15;0.24;0.09;0.02;0.67;0.88;0.88;0.2;4.83;3.81;Chet Baker;Just Friends;Just Friends-1;COOL;SWING;tp;189.9;FUNCTIONAL;1955;5.46;3.33;0.09;2.66;-8;20;12;2.19;3.15;3.08;0.01;0.02;0.12;0.56;0.27;0.18;0.62;0.18;0.0;0.72;0.69;0.04;2.21;3.0;1.0;1.69;0.0;1.23;1.38;1.23;2.17;1.2;1.9;1.0;0.69;31.23;0.98;0.238410596026;0.204690949227;0.316666666667;0.0927152317881;2.45;0.53;0.42;0.05;0.78;4.81;4.2;0.0;1.25;0.93;0.88;7.89;4.06;24;67.0;4.93;0.36;4.36;3.42;4.63;0.47;0.47
ChetBaker_JustFriends_FINAL.sv;chorus;2;0.0;0.0;3.5;0.17;0.03;0.0;0.05;0.05;0.03;0.0;0.03;0.05;0.07;0.17;0.13;0.05;0.17;0.85;3.0;0.0;3.0;4.59;2.51;0.03;0.0;0.82;0.44;0.4;0.0;0.03;0.03;0.13;0.68;0.05;0.53;0.0;4.71;1.0;3.08;1.0;1.25;4.16;0.0;0.03;0.41;0.08;0.03;0.18;0.13;0.1;0.05;0.71;0.63;0.87;0.16;5.01;3.99;Chet Baker;Just Friends;Just Friends-1;COOL;SWING;tp;189.9;FUNCTIONAL;1955;4.65;3.0;0.05;2.95;-8;13;8;2.46;3.13;1.94;0.03;0.08;0.05;0.79;0.13;0.03;0.69;0.21;0.0;0.63;0.5;0.0;2.25;3.88;1.0;1.63;0.0;1.0;1.0;1.0;2.44;0.0;1.0;1.0;0.57;8.55;0.86;0.2;0.113461538462;0.0769230769231;0.15;2.51;0.56;0.36;0.08;0.81;4.4;5.0;3.0;1.57;0.87;0.93;7.0;3.5;17;64.0;4.35;0.38;4.0;3.0;3.57;0.49;0.49
ChetBaker_Let'sGetLost_FINAL.sv;chorus;1;3.83;3.0;4.18;0.11;0.0;0.04;0.01;0.07;0.15;0.0;0.0;0.14;0.12;0.09;0.1;0.04;0.13;0.86;3.33;3.75;3.56;5.97;3.05;0.01;0.07;0.57;0.8;0.24;0.0;0.13;0.0;0.23;0.78;0.23;0.51;1.0;2.08;1.19;1.6;0.0;1.33;4.53;0.01;0.08;0.24;0.01;0.0;0.15;0.29;0.19;0.02;0.71;0.82;0.88;0.17;4.43;2.91;Chet Baker;Let's Get Lost;Let's Get Lost-1;COOL;SWING;tp;157.5;FUNCTIONAL;1955;5.76;3.57;0.13;3.2;-7;22;15;2.67;3.32;3.21;0.02;0.06;0.09;0.46;0.38;0.27;0.53;0.13;0.01;0.73;0.73;0.05;1.97;2.24;1.0;1.55;1.0;1.2;1.0;1.36;1.72;1.0;1.77;1.0;0.69;38.05;0.9;0.232394366197;0.214214364199;0.336879432624;0.0915492957746;2.13;0.47;0.52;0.01;0.69;4.0;4.21;0.0;0.9;0.89;0.92;8.5;3.84;24;68.0;4.83;0.43;3.6;3.9;5.13;0.64;0.64
ChetBaker_LongAgoAndFarAway_FINAL.sv;chorus;1;3.6;4.0;4.0;0.08;0.01;0.04;0.01;0.05;0.12;0.0;0.02;0.13;0.16;0.1;0.14;0.05;0.09;0.88;3.2;3.5;3.54;6.19;2.66;0.01;0.02;0.71;0.61;0.36;0.0;0.1;0.0;0.17;0.68;0.09;0.55;1.0;5.43;1.6;3.14;0.0;1.59;4.5;0.0;0.05;0.3;0.04;0.01;0.11;0.29;0.17;0.03;0.7;0.85;0.86;0.19;5.01;3.72;Chet Baker;Long Ago and Far Away;Long Ago and Far Away-1;COOL;SWING;tp;177.5;FUNCTIONAL;1955;5.94;3.33;0.13;2.79;-9;15;9;2.31;3.38;2.81;0.03;0.03;0.06;0.64;0.22;0.17;0.62;0.18;0.01;0.65;0.65;0.06;3.27;4.81;1.0;2.18;1.0;1.47;1.13;1.5;2.65;1.43;1.75;1.0;0.64;23.83;0.93;0.25625;0.144221698113;0.150943396226;0.1375;2.35;0.5;0.45;0.04;0.77;4.42;4.05;3.0;1.11;0.96;0.93;7.5;4.24;23;71.0;5.49;0.39;4.44;4.3;6.43;0.42;0.42
ChetBaker_ThereWillNeverBeAnotherYou-1_FINAL.sv;chorus;1;3.0;0.0;3.38;0.12;0.01;0.05;0.02;0.04;0.09;0.0;0.01;0.17;0.09;0.12;0.15;0.02;0.1;0.9;3.0;3.0;3.64;5.86;2.86;0.01;0.06;0.67;0.7;0.36;0.0;0.18;0.0;0.09;0.73;0.13;0.5;1.11;3.03;1.4;2.06;0.0;1.15;4.67;0.01;0.01;0.28;0.09;0.03;0.09;0.33;0.13;0.03;0.72;0.79;0.77;0.19;4.51;3.16;Chet Baker;There Will Never Be Another You;There Will Never Be Another You-1;COOL;SWING;tp;168.7;FUNCTIONAL;1954;5.68;3.0;0.04;2.99;-10;21;11;2.3;3.3;3.09;0.02;0.04;0.1;0.57;0.27;0.23;0.55;0.16;0.02;0.72;0.69;0.04;2.42;2.65;1.0;1.84;1.0;1.37;1.14;1.64;1.86;1.2;1.48;1.0;0.77;10.18;0.94;0.364779874214;0.24161093862;0.332278481013;0.150943396226;2.68;0.45;0.46;0.09;0.86;3.81;3.94;3.67;0.99;0.87;0.84;6.56;3.64;19;67.0;4.48;0.45;3.22;3.73;5.35;0.55;0.55
ChetBaker_ThereWillNeverBeAnotherYou-2_FINAL.sv;chorus;1;3.0;3.0;3.8;0.1;0.03;0.08;0.02;0.06;0.21;0.03;0.02;0.1;0.08;0.04;0.11;0.05;0.07;0.93;4.0;3.0;3.33;5.69;2.41;0.0;0.02;0.82;0.47;0.33;0.0;0.09;0.0;0.07;0.77;0.07;0.6;1.0;6.6;1.38;3.67;0.0;1.14;4.19;0.0;0.03;0.34;0.02;0.0;0.15;0.33;0.1;0.04;0.64;0.87;0.83;0.17;5.73;4.07;Chet Baker;There Will Never Be Another You;There Will Never Be Another You-2;COOL;SWING;tp;169.8;FUNCTIONAL;1954;5.43;3.33;0.06;2.69;-6;13;7;2.32;3.16;2.57;0.01;0.03;0.04;0.68;0.23;0.14;0.69;0.13;0.0;0.66;0.57;0.04;3.19;3.12;1.33;2.07;0.0;1.14;1.25;1.13;2.07;1.25;1.22;1.0;0.73;19.51;0.99;0.289256198347;0.189170110193;0.279166666667;0.099173553719;2.18;0.48;0.5;0.02;0.7;3.59;4.5;0.0;0.97;0.86;0.83;8.4;3.49;18;66.0;4.02;0.48;3.67;4.13;4.94;0.43;0.43
ChetBaker_Two'sBlues_FINAL.sv;chorus;1;2.0;0.0;3.0;0.09;0.0;0.12;0.03;0.0;0.21;0.0;0.0;0.18;0.29;0.0;0.06;0.0;0.03;0.69;0.0;0.0;3.0;4.25;2.46;0.09;0.15;0.47;0.75;0.15;0.0;0.03;0.03;0.32;0.74;0.12;0.65;1.0;1.23;1.0;1.17;1.0;1.22;3.82;0.03;0.0;0.24;0.24;0.0;0.09;0.36;0.03;0.0;0.62;0.6;0.79;0.17;3.25;2.7;Chet Baker;Two's Blues;Two's Blues-1;COOL;SWING;tp;202.2;BLUES;1975;4.48;0.0;0.0;2.32;-4;12;8;1.73;2.72;2.99;0.09;0.12;0.12;0.15;0.61;0.15;0.7;0.03;0.0;0.65;0.73;0.03;2.88;1.0;1.0;1.83;0.0;1.0;1.0;1.0;1.5;1.0;2.22;1.0;0.6;24.35;0.91;0.294117647059;0.269162210339;0.30303030303;0.235294117647;2.98;0.3;0.45;0.24;0.97;3.0;4.0;3.0;0.67;0.75;0.8;6.5;2.92;14;70.0;3.42;0.35;3.0;5.0;4.17;0.77;0.77
ChetBaker_Two'sBlues_FINAL.sv;chorus;2;3.0;3.0;3.0;0.14;0.0;0.02;0.05;0.0;0.2;0.0;0.0;0.16;0.14;0.0;0.16;0.02;0.11;0.76;0.0;0.0;0.0;4.44;3.12;0.05;0.05;0.77;0.49;0.48;0.0;0.02;0.02;0.14;0.8;0.11;0.36;1.0;4.25;1.0;2.59;1.0;1.2;4.3;0.0;0.02;0.33;0.16;0.0;0.16;0.19;0.09;0.05;0.72;0.88;0.77;0.25;3.71;3.1;Chet Baker;Two's Blues;Two's Blues-1;COOL;SWING;tp;202.2;BLUES;1975;4.83;0.0;0.0;2.55;-6;11;6;2.12;3.04;2.65;0.02;0.09;0.14;0.47;0.37;0.19;0.67;0.05;0.0;0.68;0.78;0.0;2.9;3.33;1.0;2.05;0.0;1.0;1.0;1.6;2.15;0.0;2.29;1.0;0.59;45.76;0.9;0.227272727273;0.270613107822;0.313953488372;0.227272727273;2.86;0.47;0.37;0.16;0.93;4.4;4.0;3.0;1.25;0.81;0.87;5.2;3.76;24;65.0;6.11;0.27;3.75;3.5;4.8;0.53;0.53
ChetBaker_Two'sBlues_FINAL.sv;chorus;3;0.0;0.0;3.0;0.08;0.0;0.0;0.06;0.0;0.19;0.0;0.0;0.19;0.11;0.03;0.22;0.0;0.11;0.73;0.0;0.0;0.0;4.33;2.91;0.03;0.08;0.64;0.64;0.25;0.0;0.03;0.03;0.22;0.77;0.17;0.56;1.0;2.3;1.0;1.71;1.0;1.33;3.58;0.0;0.03;0.46;0.11;0.0;0.2;0.11;0.09;0.0;0.62;0.72;0.8;0.21;3.35;2.83;Chet Baker;Two's Blues;Two's Blues-1;COOL;SWING;tp;202.2;BLUES;1975;4.3;0.0;0.0;2.39;-5;8;5;2.11;2.64;2.49;0.06;0.03;0.06;0.2;0.69;0.23;0.71;0.0;0.03;0.56;0.65;0.0;2.78;1.4;1.0;1.94;1.0;0.0;1.0;1.14;2.06;0.0;3.0;1.0;0.64;39.36;0.95;0.5;0.260714285714;0.271428571429;0.25;2.31;0.54;0.34;0.11;0.86;5.67;3.0;0.0;1.58;0.76;0.81;7.0;2.93;14;73.0;3.41;0.42;3.75;0.0;4.5;0.61;0.61
ChetBaker_Two'sBlues_FINAL.sv;chorus;4;4.0;3.5;9.0;0.13;0.04;0.05;0.0;0.04;0.07;0.0;0.02;0.11;0.2;0.02;0.15;0.02;0.16;0.84;0.0;3.67;4.0;5.16;2.86;0.04;0.11;0.67;0.65;0.56;0.0;0.11;0.02;0.09;0.76;0.13;0.27;1.2;4.11;2.0;2.5;1.0;1.25;3.61;0.0;0.02;0.31;0.0;0.0;0.17;0.37;0.13;0.0;0.57;0.86;0.85;0.19;3.98;3.41;Chet Baker;Two's Blues;Two's Blues-1;COOL;SWING;tp;202.2;BLUES;1975;4.9;3.67;0.15;2.43;-5;9;4;2.19;2.95;3.19;0.04;0.04;0.13;0.56;0.2;0.17;0.56;0.24;0.0;0.79;0.76;0.07;2.5;3.75;1.0;2.08;0.0;2.17;1.4;1.5;2.25;2.0;1.57;1.0;0.62;5.52;0.83;0.145454545455;0.202188552189;0.240740740741;0.163636363636;1.95;0.44;0.56;0.0;0.63;4.0;4.11;0.0;0.8;0.88;0.88;9.0;3.43;16;74.0;3.63;0.36;4.0;4.75;7.0;0.52;0.52
ChetBaker_You'dBeSoNiceToComeHomeTo_FINAL.sv;chorus;1;3.2;3.0;3.14;0.03;0.0;0.03;0.03;0.1;0.1;0.0;0.02;0.16;0.13;0.03;0.13;0.07;0.16;0.86;0.0;0.0;0.0;5.12;2.28;0.0;0.05;0.87;0.37;0.67;0.0;0.02;0.0;0.07;0.73;0.07;0.26;1.0;7.57;1.0;4.36;0.0;1.33;4.29;0.0;0.02;0.18;0.12;0.03;0.1;0.3;0.23;0.02;0.73;0.8;0.78;0.22;3.85;3.6;Chet Baker;You'd Be So Nice to Come Home to;You'd Be So Nice to Come Home to-1;COOL;SWING;tp;225.4;FUNCTIONAL;1975;5.17;0.0;0.0;2.91;-9;14;9;2.32;3.22;3.01;0.05;0.07;0.1;0.53;0.32;0.12;0.5;0.32;0.0;0.82;0.78;0.0;1.76;2.91;1.0;1.46;0.0;1.36;1.0;1.17;1.94;0.0;1.73;1.0;0.65;41.78;0.89;0.245901639344;0.231557377049;0.25;0.213114754098;2.68;0.43;0.45;0.12;0.89;3.63;5.75;5.0;0.96;0.88;0.86;4.38;3.78;20;69.0;4.78;0.34;4.0;4.0;4.14;0.36;0.36
ChetBaker_You'dBeSoNiceToComeHomeTo_FINAL.sv;chorus;2;3.33;4.0;3.75;0.1;0.01;0.07;0.0;0.03;0.14;0.0;0.0;0.08;0.19;0.03;0.18;0.03;0.14;0.82;0.0;0.0;0.0;5.39;1.68;0.01;0.01;0.76;0.49;0.82;0.0;0.08;0.01;0.13;0.45;0.06;0.11;1.0;4.23;1.2;2.57;1.0;1.13;4.24;0.0;0.06;0.24;0.04;0.0;0.13;0.32;0.18;0.03;0.7;0.83;0.81;0.18;4.5;4.18;Chet Baker;You'd Be So Nice to Come Home to;You'd Be So Nice to Come Home to-1;COOL;SWING;tp;225.4;FUNCTIONAL;1975;5.28;0.0;0.0;3.01;-7;14;7;2.54;3.26;2.18;0.04;0.04;0.06;0.73;0.14;0.08;0.41;0.45;0.01;0.7;0.56;0.03;1.61;6.5;3.0;1.65;1.0;1.68;1.33;1.5;3.94;1.0;2.5;3.0;0.6;41.42;0.97;0.125;0.115708137715;0.161971830986;0.0694444444444;2.33;0.45;0.51;0.04;0.76;4.13;4.44;0.0;0.89;0.86;0.89;6.2;3.83;27;69.0;5.66;0.36;3.75;4.6;4.89;0.37;0.37
ChetBaker_You'dBeSoNiceToComeHomeTo_FINAL.sv;chorus;3;4.0;3.5;4.67;0.11;0.02;0.04;0.01;0.04;0.14;0.0;0.01;0.14;0.15;0.08;0.1;0.02;0.13;0.87;4.0;3.0;3.2;5.67;1.79;0.01;0.02;0.83;0.4;0.8;0.0;0.06;0.01;0.07;0.47;0.05;0.14;1.0;5.38;1.25;3.36;1.0;1.2;3.96;0.0;0.02;0.33;0.12;0.0;0.1;0.29;0.14;0.0;0.66;0.86;0.81;0.16;5.26;4.97;Chet Baker;You'd Be So Nice to Come Home to;You'd Be So Nice to Come Home to-1;COOL;SWING;tp;225.4;FUNCTIONAL;1975;5.2;3.5;0.06;2.23;-6;10;6;1.86;3.11;2.33;0.04;0.04;0.05;0.72;0.14;0.08;0.42;0.46;0.0;0.76;0.58;0.05;1.84;6.0;1.0;1.84;0.0;2.38;1.0;1.0;3.46;1.33;3.0;1.0;0.62;11.46;0.95;0.166666666667;0.108003442341;0.144578313253;0.0714285714286;2.71;0.47;0.41;0.12;0.89;5.0;4.0;0.0;1.15;0.9;0.92;6.75;4.01;26;69.0;6.16;0.25;5.4;4.2;6.13;0.38;0.38
ChetBaker_You'dBeSoNiceToComeHomeTo_FINAL.sv;chorus;4;3.75;3.25;3.4;0.1;0.01;0.03;0.02;0.06;0.1;0.01;0.01;0.18;0.13;0.05;0.1;0.06;0.14;0.9;3.0;3.0;3.2;5.83;1.33;0.0;0.02;0.79;0.52;0.85;0.0;0.11;0.0;0.09;0.46;0.04;0.11;1.0;5.29;1.43;3.13;0.0;1.14;3.8;0.01;0.0;0.25;0.02;0.01;0.15;0.37;0.19;0.0;0.62;0.81;0.76;0.16;5.59;5.34;Chet Baker;You'd Be So Nice to Come Home to;You'd Be So Nice to Come Home to-1;COOL;SWING;tp;225.4;FUNCTIONAL;1975;5.05;3.0;0.04;2.62;-8;16;8;2.25;3.09;2.29;0.01;0.0;0.04;0.7;0.19;0.09;0.43;0.47;0.01;0.7;0.57;0.05;1.48;6.5;0.0;1.58;1.0;1.83;1.0;1.14;3.32;1.25;2.0;1.0;0.66;6.38;0.9;0.212765957447;0.14990848776;0.182795698925;0.117021276596;2.2;0.45;0.53;0.02;0.71;3.5;3.69;0.0;0.86;0.89;0.97;7.75;3.52;19;69.0;3.98;0.43;3.6;3.64;4.86;0.39;0.39
